City,County,id,DateAdded,Price,Exterior color,Bedrooms,Bathrooms,Floors,waterfront,View,Condition,Grade,Sqft_living,Sqft_lot,Sqft_above,Sqft_basement,Yr_built,Yr_renovated,timedelta,Country,Country-ISO,Full-State,State,lat,long,NeighborhoodName,ZipCode
Iqaluit,,1607100038,2014-09-21,500000,pink,4,3,1,False,0,3,9,2670,5001,1640,1030,2013,0,3.5564387931018517,Canada,CAN,,,72.6992,-77.9595,Pond Inlet,G8H 4A3
Easton,Bristol,9510400100,2014-05-06,345000,white,4,2,2,False,0,3,8,2331,3826,2331,0,2007,0,10.498643768090279,USA,USA,Massachusetts,MA,42.024444,-71.12916700000001,,21144
Rosewood,Champaign,7399301050,2015-01-27,315000,white,3,1,1,False,0,4,7,1480,7500,1480,0,1968,0,3.169014979837963,USA,USA,Ohio,OH,40.218889000000004,-83.960833,,60515
Garden Valley,Boise,254000100,2014-06-20,665900,black,4,2,2,False,1,4,8,2870,5453,2220,650,1926,0,6.623664707893518,USA,USA,Idaho,ID,44.090932,-115.82431100000001,,20832
Barnard,Windsor,6385000025,2014-10-17,521450,yelow,3,2,1,False,0,5,7,1290,5700,1290,0,1950,0,2.209718128599537,USA,USA,Vermont,VT,43.728611,-72.619444,,92083
Toronto,,2287000280,2014-09-17,705000,gray,4,1,1,False,0,4,8,1690,11739,1690,0,1959,0,7.511295239293982,Canada,CAN,,,48.03389,-76.18916999999999,Lac de la Brute,A1V 7L6
Pontiac,Oakland,5101406441,2015-04-16,490000,white,3,1,1,False,0,3,7,1600,6380,1400,200,1939,0,-2.5695880054050932,USA,USA,Michigan,MI,42.667955,-83.289335,,34639
Berlin,,7202330160,2014-11-19,440000,black,3,2,2,False,0,3,7,1440,5434,1440,0,2003,0,2.020516250335648,Germany,DEU,,,52.58554,7.20233,Dalumer Mark,35085
El Dorado Springs,Cedar,5486800070,2014-06-20,1950000,white,7,3,2,False,1,3,11,4640,15235,2860,1780,1965,2003,-2.0324523050578702,USA,USA,Missouri,MO,37.858517,-94.030091,,06010
Vancouver,,7299600700,2015-05-12,328000,light pink,3,2,2,False,0,3,8,2242,4800,2242,0,2013,0,6.581867978310185,Canada,CAN,,,49.61634,-125.05283,Cumberland Creek,M6C 2B7
Berlin,,5422570260,2014-09-29,405000,light blue,2,2,2,False,0,4,8,1790,5400,1790,0,1979,0,9.8837825796875,Germany,DEU,,,49.4832,10.57184,Schußbacher Forst,25080
Anderson,Anderson,2571900430,2014-09-23,315000,yelow,4,2,1,False,2,3,8,2740,8400,2740,0,1993,0,10.902132915763891,USA,USA,South Carolina,SC,34.526051,-82.630436,,07103
Bricelyn,Faribault,5437820310,2014-05-23,218000,light blue,3,1,1,False,0,5,6,960,9633,960,0,1982,0,-0.7060124094097222,USA,USA,Minnesota,MN,43.574628000000004,-93.821081,,50158
Toronto,,7174800760,2014-07-25,667000,yelow,5,2,1,False,0,3,7,1900,5470,1180,720,1930,1965,-2.0217945835995366,Canada,CAN,,,44.77871,-76.21628,Pine Island,N3Y 8H6
Berlin,,9353300820,2015-05-11,310000,white,3,1,1,False,0,4,7,1250,10723,1250,0,1961,0,6.196934648402778,Germany,DEU,,,,,,
Berlin,,764000155,2014-11-07,415000,yelow,4,1,1,False,0,5,9,2700,14760,2700,0,1940,0,1.9043007887037042,Germany,DEU,,,48.235479999999995,10.13738,Illertissen,52269
Dover,Pope,3810000480,2014-09-19,350000,white,3,1,2,False,0,5,7,2010,6150,2010,0,1939,0,2.1823931334953706,USA,USA,Arkansas,AR,35.407356,-93.135526,,45601
Vancouver,,5316101075,2014-09-26,2885000,white,7,3,2,False,0,4,10,5350,14400,5020,330,1910,0,6.619993554652778,Canada,CAN,,,51.28294,-128.01995,New Rocks,M6C 8P8
Berlin,,6648701740,2015-02-20,270000,black,5,2,1,False,0,4,7,2140,10320,1330,810,1967,0,2.848730356851852,Germany,DEU,,,53.69795,14.183110000000001,Fraudenhorst,30458
Berlin,,723049307,2014-07-08,210000,black,3,1,1,False,0,3,6,1070,8179,1070,0,1949,0,1.6113965530324068,Germany,DEU,,,50.68333,11.11667,Wolfsberg,88839
Peabody,Essex,5255710160,2015-03-18,465000,light pink,4,2,1,False,0,4,8,2210,8862,1270,940,1977,0,4.837904500648149,USA,USA,Massachusetts,MA,42.532579,-70.96119399999999,,29673
Toronto,,3303950660,2014-07-31,390000,yelow,3,3,1,False,0,3,8,2480,14141,1500,980,1994,0,7.156735875,Canada,CAN,,,45.90067,-70.83594000000001,Plée du Lac,A1N 2R8
Berlin,,2494000070,2015-01-27,480000,yelow,4,2,2,False,0,3,8,2480,5100,2480,0,2007,0,9.122434083518517,Germany,DEU,,,47.66904,10.743889999999999,Egelmoosner Filz,91360
Bradford,Franklin,5017000575,2014-11-24,569000,yelow,3,2,1,False,0,3,7,1990,3000,1230,760,1908,1970,1.5940522375925932,USA,USA,Iowa,IA,42.610434000000005,-93.218068,,02136
Regina,,2560801222,2014-06-18,180000,gray,3,2,2,False,0,3,7,1990,6350,1990,0,1967,0,10.731378845462961,Canada,CAN,,,54.73348000000001,-108.28473999999999,Bull Creek,E1J 8H4
Great Bend,Susquehanna,9238500480,2014-05-23,465425,white,4,2,1,False,0,3,7,2430,20720,2430,0,1967,0,1.7192871380555559,USA,USA,Pennsylvania,PA,41.977513,-75.732742,,48174
Richfield,Sevier,2133020020,2015-01-16,372000,white,3,2,2,False,0,3,7,1920,15260,1920,0,1990,0,1.2208126646527782,USA,USA,Utah,UT,38.757075,-112.062253,,11722
South Point,Lawrence,5115000160,2014-06-17,242000,yelow,3,1,1,False,0,4,7,1280,7524,1280,0,1988,0,8.670650496215277,USA,USA,Ohio,OH,38.433856,-82.552883,,07060
Berlin,,7986400360,2014-07-17,770000,white,5,1,1,False,2,4,8,2160,5000,2160,0,1926,0,8.814094470659722,Germany,DEU,,,48.63333,12.08333,Berg,61844
Halifax,,8122100355,2014-09-24,550000,Null,1,1,1,False,0,3,7,2880,7560,1440,1440,1925,2014,10.543251284537039,Canada,CAN,,,44.78345,-62.665330000000004,Porcupine Hill,J5A 5P7
Halifax,,3004800175,2015-04-16,165000,yelow,3,1,1,False,0,3,7,1050,5156,1050,0,1919,0,1.666723604039352,Canada,CAN,,,44.87618,-62.840990000000005,Second Crooked Lake,N1M 5C0
Toronto,,2807100156,2014-07-03,295950,black,2,1,1,False,0,3,7,1190,6200,1190,0,1948,0,10.5234586390162,Canada,CAN,,,44.16295,-80.07159,Perm,E6C 9J0
Seabrook,Beaufort,7199340310,2015-02-18,509250,white,3,2,1,False,0,4,7,2100,7600,1450,650,1980,0,2.9983906722453715,USA,USA,South Carolina,SC,32.526884,-80.74079300000001,,91740
Toronto,,7137970210,2015-03-27,289999,yelow,3,2,1,False,0,3,8,1490,9285,1490,0,1995,0,1.117892820115741,Canada,CAN,,,45.1501,-80.06636999999999,Nightingale Bay,H7A 6T1
Moss Beach,San Mateo,6204400270,2014-11-25,390000,light gray,3,2,1,False,0,3,7,1910,11576,1410,500,1978,0,0.7462810811342593,USA,USA,California,CA,37.531039,-122.50683000000001,,08648
Huntsville,Weber,6072760360,2015-03-21,665000,light blue,4,2,1,False,0,4,8,2650,8149,1610,1040,1975,0,2.8150386090277784,USA,USA,Utah,UT,41.272139,-111.761821,,38106
Berlin,,8670900140,2014-07-29,995000,white,3,2,2,False,0,5,9,3200,3800,2650,550,1914,0,6.429786856828704,Germany,DEU,,,50.22909,11.77186,Rabenreuth,30965
Toronto,,7454001405,2015-04-03,387500,light pink,4,1,2,False,0,3,6,1370,7140,1370,0,1942,0,3.2570125290509266,Canada,CAN,,,45.28342,-78.63286,Havelock,B2H 1C8
Berlin,,1432900310,2015-04-24,320000,white,4,1,1,False,0,5,7,2020,8474,1010,1010,1962,0,6.528301707592592,Germany,DEU,,,47.584070000000004,11.01632,Sonnenberg,25951
Toronto,,626049115,2014-11-05,405000,light pink,4,2,1,False,0,5,7,2620,8960,1520,1100,1955,0,5.633948934050926,Canada,CAN,,,48.41972,-83.90028000000001,Battley Lake,R5A 3M4
Magnolia,Kent,5149300100,2014-08-18,304999,yelow,4,2,1,False,0,3,7,2270,9600,1290,980,1976,0,3.8539891022800936,USA,USA,Delaware,DE,39.07353,-75.508321,,46060
North Chicago,Lake,3363900111,2014-12-03,437500,light pink,2,1,1,False,2,5,7,990,3120,790,200,1907,0,9.84313284048611,USA,USA,Illinois,IL,42.318901000000004,-87.847819,,29910
Pascoag,Providence,8732750100,2014-05-25,325000,light pink,4,3,1,False,3,3,7,2630,3435,1640,990,1984,0,10.959914608680561,USA,USA,Rhode Island,RI,41.962728000000006,-71.709866,,23223
Toronto,,2473420100,2015-03-04,279950,light gray,3,2,2,False,0,3,7,1850,7480,1850,0,1978,0,0.9632038206712964,Canada,CAN,,,49.13341,-88.01671,Meat Axe Creek,G7B 5R4
Toronto,,7203100660,2014-11-17,780000,white,4,2,2,False,0,3,9,3420,6787,3420,0,2010,0,4.1398321219791665,Canada,CAN,,,47.24944,-77.01444000000001,Lac Nederlo,H7N 2A2
Montrose,Lee,9435300030,2014-05-28,550000,white,4,1,1,False,0,1,5,1660,34848,930,730,1933,0,5.017758842037037,USA,USA,Iowa,IA,40.513915000000004,-91.423985,,08865
Palmyra,Harrison,5316100980,2015-03-26,2250000,white,3,3,1,False,2,4,9,4040,7200,3340,700,1930,0,9.021989337233798,USA,USA,Indiana,IN,38.410484000000004,-86.088778,,01906
Pleasantville,Fairfield,1868901275,2015-01-27,455000,yelow,2,1,1,False,0,2,7,1430,5000,1430,0,1925,0,-0.6865904355439815,USA,USA,Ohio,OH,39.822684,-82.50426800000001,,33801
Barry,Pike,2822059350,2014-09-10,340000,light gray,5,2,2,False,0,3,8,2440,6858,2440,0,2003,0,9.139509144594907,USA,USA,Illinois,IL,39.704662,-91.026482,,52722
Vancouver,,1954630080,2014-06-19,500000,gray,3,2,1,False,3,3,9,2840,48716,1870,970,1994,0,-0.4762933013310185,Canada,CAN,,,49.23292,-125.00282,St. Dennis Creek,G6L 7E2
Hosston,Caddo,5062300280,2015-04-16,150000,Null,3,1,1,False,0,3,5,890,6488,890,0,1928,0,-1.104922647395833,USA,USA,Louisiana,LA,32.896653,-93.883425,,02886
Berlin,,4058802255,2014-07-24,219950,pink,2,1,1,False,0,3,7,990,6448,990,0,1948,0,2.605673562094907,Germany,DEU,,,50.222879999999996,7.78235,Hainau,78372
Center,Rio Grande,8682262240,2015-03-30,505000,gray,2,2,2,False,0,3,8,1900,5065,1900,0,2005,0,8.247089979652777,USA,USA,Colorado,CO,37.734295,-106.09062800000001,,44203
Whiteoak,Dunklin,2568300132,2014-10-08,521000,white,3,2,1,False,0,5,7,1870,5455,1060,810,1926,0,7.337450321689817,USA,USA,Missouri,MO,36.330278,-90.027778,,50010
Vancouver,,421049254,2014-10-02,179000,light pink,2,1,1,False,0,3,7,990,8760,990,0,1977,0,0.2156172821527778,Canada,CAN,,,48.91494,-123.53293000000001,Fernwood Point,R6W 3P5
St_Johns,,7967000270,2014-11-25,353000,light blue,4,2,2,False,0,3,8,1912,5000,1912,0,2012,0,-0.996960314050926,Canada,CAN,,,47.580709999999996,-54.58713,Grassy Bar,J3M 0E1
South Mills,Camden,6744700423,2014-06-06,432000,light pink,3,1,1,False,3,4,7,1470,6250,1070,400,1939,0,6.511041257268518,USA,USA,North Carolina,NC,36.453576,-76.30328399999999,,01453
Toronto,,6795100330,2014-06-25,1150000,Null,3,2,2,False,0,5,7,2110,18815,2110,0,1979,0,-2.5159747128703702,Canada,CAN,,,47.350120000000004,-74.31588,Baie Ari,L9H 7R1
Toronto,,9348700020,2014-08-25,0,,0,0,0,True,0,0,0,0,0,0,0,0,0,-1.9751575807407409,Canada,CAN,,,49.94833,-71.32778,Lac de la Hauteur,H9H 1K5
Cope,Washington,2126059172,2015-05-06,491500,light blue,3,2,1,False,0,4,7,1560,12000,1110,450,1968,0,-1.210190391782408,USA,USA,Colorado,CO,39.746227000000005,-102.988098,,21113
Rye Beach,Rockingham,1526069135,2014-12-11,930000,gray,4,4,2,False,2,3,9,6050,84942,4150,1900,2009,0,-0.4285648660763889,USA,USA,New Hampshire,NH,42.976667,-70.766111,,94580
Toronto,,1555200590,2014-12-23,206000,light gray,3,1,1,False,0,3,7,920,8400,920,0,1963,0,7.203707424976853,Canada,CAN,,,46.33697,-73.40355,Baie du Campeur,V3A 9B7
Geneva,Franklin,3876760430,2014-08-22,269950,white,3,2,2,False,0,3,7,1660,7003,1660,0,1996,0,-2.279677834571759,USA,USA,Iowa,IA,42.680440000000004,-93.10379300000001,,46342
St_Johns,,603001045,2015-04-29,256000,white,3,1,1,False,0,3,7,950,4000,780,170,1949,0,10.48097193663194,Canada,CAN,,,50.61676,-56.931490000000004,Black Stag Pond,J2L 7L0
Polk City,Polk,8651430560,2014-05-22,180000,light blue,3,1,1,False,0,3,6,870,5330,870,0,1969,2014,-1.4270820705439817,USA,USA,Iowa,IA,41.754905,-93.689346,,29150
Moncton,,7891600165,2014-06-27,295000,light blue,1,1,1,False,0,4,7,700,2500,700,0,1907,0,9.902285293726852,Canada,CAN,,,45.96685,-65.14879,Trites Brook,E6C 4V1
Berlin,,7454000555,2015-01-13,272000,white,2,1,1,False,0,4,6,670,6300,670,0,1942,0,7.577158367916668,Germany,DEU,,,52.50362,13.33195,AZIMUT Hotel Berlin Kurfuerstendamm,88628
Toronto,,2770601763,2015-03-23,450000,light pink,3,3,3,False,0,3,8,1790,1288,1390,400,2000,0,7.014141799016203,Canada,CAN,,,46.8092,-73.01624,Lac des Messieurs,J8E 8C8
Coquille,Coos,1312200080,2014-05-28,224000,green,3,1,1,False,0,4,7,1560,7300,1040,520,1964,0,5.663767162268519,USA,USA,Oregon,OR,43.188413,-124.20138600000001,,70663
Vancouver,,8022900005,2014-11-19,315000,black,3,1,1,False,0,3,7,1700,8067,1250,450,1956,0,5.488003438854166,Canada,CAN,,,48.41944,-123.37176000000001,The Embassy Inn Tower Ab,X0A 2T2
Berlin,,789000520,2014-07-15,402500,Null,3,1,2,False,0,3,7,1480,2211,1480,0,1995,0,1.0945484909375,Germany,DEU,,,50.61715,10.19018,Gretiberg,91660
Toronto,,4330600360,2014-06-17,142500,yelow,4,0,1,False,0,3,6,1440,13300,1440,0,1948,0,7.410140610000001,Canada,CAN,,,49.58344,-75.18252,Drouet,K4R 5E7
Berlin,,7893205525,2014-05-27,295832,white,5,1,1,False,0,5,7,1410,6400,960,450,1955,0,3.863506517314815,Germany,DEU,,,49.45875,11.03554,Best Western Nurenberg City West,28851
Berlin,,259600620,2015-02-06,565000,light blue,4,2,1,False,0,4,7,1950,9940,1950,0,1963,0,5.812026840046297,Germany,DEU,,,49.2402,9.06071,Babstadt,81088
Winter Springs,Seminole,1226039129,2015-02-09,400000,light gray,4,2,1,False,0,3,8,1560,8250,1320,240,1964,0,7.35536980298611,USA,USA,Florida,FL,28.683096999999997,-81.281367,,37643
Mason,Tipton,5422560930,2015-03-16,453000,light blue,3,2,2,False,0,3,8,1750,3900,1750,0,1977,0,5.804368764293982,USA,USA,Tennessee,TN,35.438012,-89.551805,,45420
Toronto,,1453602313,2014-10-29,297000,white,2,1,3,False,0,3,7,1430,1650,1430,0,1999,0,-1.3865321450347219,Canada,CAN,,,47.22583,-76.62167,Lac Blancey,T1S 4K8
Toronto,,9558050450,2015-03-30,479950,light gray,3,2,2,False,0,3,9,2780,6000,2780,0,2004,0,-0.4912633006828704,Canada,CAN,,,45.435140000000004,-75.7803,le Plateau,V9L 1A1
Toronto,,4154301371,2015-01-06,315000,black,3,1,1,False,0,3,7,890,5200,890,0,1957,0,9.344864995636577,Canada,CAN,,,47.056940000000004,-76.27583,Lac de la Carène,E6L 4P8
Vancouver,,2781280230,2015-01-28,292000,light gray,3,2,2,False,0,3,8,1610,3848,1610,0,2006,0,8.994251112488426,Canada,CAN,,,52.53445,-131.67303,Sac Bay,J0N 7C2
Berlin,,7852110070,2014-06-08,567500,white,3,2,2,False,0,3,8,2300,7398,2300,0,2001,0,9.647653782789352,Germany,DEU,,,50.46667,7.2333300000000005,Hof Eulenkessel,58552
Berlin,,5316100106,2014-10-10,1399000,white,3,2,2,False,0,3,9,2560,3600,2110,450,1967,2003,10.04191854439815,Germany,DEU,,,48.77964,9.18437,Opera Stuttgart,59955
Taunton,Bristol,7518504775,2014-11-12,549000,yelow,5,1,2,False,0,3,7,1500,3978,1500,0,1929,0,8.3727255540625,USA,USA,Massachusetts,MA,41.905007,-71.10261,,08857
St_Johns,,3995700245,2014-06-27,285000,yelow,2,1,1,False,0,4,6,910,8155,910,0,1948,0,0.2340826461226852,Canada,CAN,,,47.36665,-55.81503000000001,Harbour Mouth Shoal,E6K 4J4
Beaver,Yukon Koyukuk,8832900780,2014-10-13,480000,light gray,5,2,1,False,1,3,8,1760,21562,1560,200,1959,0,-0.1261527279050926,USA,USA,Alaska,AK,66.33883,-147.27980300000002,,12866
Berlin,,1822500270,2014-08-19,345000,light pink,4,2,2,False,0,3,8,2382,5899,2382,0,2011,0,4.696068577650463,Germany,DEU,,,48.80726,13.570820000000001,Perlesöd,67181
Warrensburg,Warren,3629980780,2014-09-18,710000,white,4,2,2,False,0,3,9,2940,4232,2940,0,2004,0,1.9397271298263892,USA,USA,New York,NY,43.500253,-73.79202099999999,,02886
Mountville,Lancaster,4215250030,2014-08-19,475000,yelow,4,2,2,False,0,3,9,2120,57050,2120,0,1989,0,1.877311628842593,USA,USA,Pennsylvania,PA,40.042742,-76.42769399999999,,44052
New Rochelle,Westchester,8077100031,2015-04-22,631000,yelow,3,2,2,False,0,3,9,1670,1396,1250,420,2015,0,6.961663920960648,USA,USA,New York,NY,40.916628,-73.787729,,55343
Berlin,,8644220070,2014-09-10,745000,white,4,2,2,False,0,3,11,2650,18903,2650,0,1994,0,7.0923509934027775,Germany,DEU,,,53.69061,12.159460000000001,Groß Breesen,87564
Revelo,Mccreary,34001160,2014-09-19,590000,white,3,2,1,False,1,4,7,3030,9374,2100,930,1959,0,9.680600758842592,USA,USA,Kentucky,KY,36.673363,-84.472189,,53081
Berlin,,4363700200,2015-03-25,190000,black,4,1,1,False,0,3,6,1190,7920,890,300,1951,0,-1.4150564835532409,Germany,DEU,,,51.22183,6.83683,Unterwerk Düsseldorf,23703
Toronto,,889000024,2015-03-16,645000,yelow,3,2,3,False,0,3,8,1640,1023,1640,0,2014,0,6.130117512731483,Canada,CAN,,,45.93678,-74.015,Ruisseau Morency,J0T 7R6
Berlin,,8722101370,2015-04-13,625000,light pink,4,1,1,False,0,3,8,2180,4431,2020,160,1912,0,0.1290010975231481,Germany,DEU,,,54.52316999999999,13.08712,Plogshagen,92603
Berlin,,792500260,2014-07-15,430000,yelow,2,2,2,False,0,4,7,1440,213008,1440,0,1990,0,3.0006234889351853,Germany,DEU,,,52.499469999999995,13.32593,Seifert,55306
,,2422049104,2014-09-15,85000,yelow,2,1,1,False,0,3,6,830,9000,830,0,1939,0,3.6001557586689814,Germany,DEU,,,48.81982,8.77449,Hamberg,14304
Independence,Montgomery,8649900480,2014-05-27,725000,blue,4,2,2,False,0,4,10,2740,12899,2740,0,1990,0,9.897247421782408,USA,USA,Kansas,KS,37.229246999999994,-95.716528,,44281
Toronto,,4039800180,2014-12-22,625000,light pink,4,2,1,False,0,4,8,2660,22194,2180,480,1977,0,8.880566147511574,Canada,CAN,,,45.30012,-77.6162,Craigmont Hill,G9T 6Y1
Toronto,,3260350100,2014-08-18,690000,light pink,4,2,2,False,0,3,9,2780,4688,2780,0,2003,0,-2.0135042756018517,Canada,CAN,,,48.36687,-78.96631,Dufresnoy,G3G 2X8
Regina,,293670040,2014-10-08,482500,yelow,2,2,2,False,0,3,9,1170,809,1170,0,2007,0,9.47828977863426,Canada,CAN,,,52.73339,-107.28395,Dunn Lake,B4V 7K6
Toronto,,9268850860,2015-05-05,715000,light pink,5,3,2,False,0,3,8,2710,2356,2230,480,2013,0,6.886496685289353,Canada,CAN,,,,,,
Ogden,Weber,1523069086,2014-06-05,395000,white,3,1,1,False,0,4,7,1460,22651,1460,0,1961,0,7.044621183842592,USA,USA,Utah,UT,41.2443,-112.0072,,10950
Toronto,,8018600655,2015-03-26,280000,pink,4,3,1,False,0,3,8,2460,9606,2460,0,2012,0,-0.01354042618055556,Canada,CAN,,,48.58338,-70.74904000000001,Chardon,G5A 4C9
Berlin,,2193310320,2015-03-06,595000,white,4,2,1,False,0,4,8,2330,7064,1780,550,1984,0,10.35659052365741,Germany,DEU,,,51.12955,9.07413,Nitter,67859
Rowland Heights,Los Angeles,6385910260,2014-09-10,272750,white,4,1,1,False,0,3,7,1800,8786,1330,470,1966,0,9.286882320185184,USA,USA,California,CA,33.981777,-117.896946,,07039
Berlin,,2719100400,2014-09-12,499950,black,3,1,1,False,0,4,7,1340,6250,1090,250,1941,0,5.277911116539351,Germany,DEU,,,52.796240000000004,10.43493,Espenloh,40576
White Lake,Sullivan,1423800210,2014-09-23,230000,light pink,3,1,1,False,0,3,7,1640,7187,1640,0,1966,0,7.66900149675926,USA,USA,New York,NY,41.648498,-74.865437,,75126
Vancouver,,5028600360,2014-07-25,213675,light gray,3,2,2,False,0,3,7,1560,6013,1560,0,1990,0,9.258151349884256,Canada,CAN,,,53.8665,-125.63654,Dayeezcha Mountain,J8H 6P4
Yellowknife,,4299000130,2014-07-28,341950,white,5,3,2,False,0,3,8,3070,5252,3070,0,2005,0,-0.2335478095833333,Canada,CAN,,,72.75225999999999,-111.36978,Bromley Bay,T4L 8L9
Hiawatha,Brown,5515600075,2014-12-05,299000,light gray,3,1,1,False,0,3,7,1510,142803,1510,0,1974,0,-2.425549367557871,USA,USA,Kansas,KS,39.871563,-95.52890500000001,,19082
Winnipeg,,8669180150,2015-03-26,300000,white,4,3,2,False,0,3,7,1984,4419,1984,0,2010,0,10.370905692581019,Canada,CAN,,,54.83201,-99.36738000000001,Dion Creek,G5B 1K0
Berlin,,1118001201,2015-01-30,2300000,green,4,2,1,False,0,5,10,3370,8402,2240,1130,1962,0,5.715604253298611,Germany,DEU,,,52.51625,11.1103,Plitschenwinkel,75217
Elkton,Huron,8722100570,2015-04-03,1600000,white,4,2,1,False,0,3,9,2940,5735,1470,1470,1957,0,-0.5275079273379629,USA,USA,Michigan,MI,43.834437,-83.17864200000001,,08861
Edmonton,,2125410210,2014-12-06,430000,yelow,3,2,2,False,0,4,7,2160,6527,1580,580,1987,0,7.547468999097222,Canada,CAN,,,54.044169999999994,-111.33193999999999,Cardinal Lake,J3M 5X2
Buffalo Mills,Bedford,1329000090,2014-12-19,1799000,light blue,4,3,2,False,0,3,12,3930,39098,3930,0,1999,0,2.3363759996875,USA,USA,Pennsylvania,PA,39.922025,-78.69962,,60185
Cottage Grove,Dane,1115100169,2014-12-03,315000,white,3,1,1,False,0,3,7,1900,7076,1130,770,1977,0,8.266206626342592,USA,USA,Wisconsin,WI,43.078405,-89.20169200000001,,98037
Valley Head,Randolph,4139500200,2015-03-05,1380000,gray,6,4,2,False,2,3,11,5740,10312,3610,2130,2000,0,9.724571697546297,USA,USA,West Virginia,WV,38.536637,-80.044911,,16001
Berlin,,3860900111,2014-12-02,695000,yelow,5,1,2,False,0,5,8,1790,9335,1790,0,1952,0,1.3824749703703703,Germany,DEU,,,50.437059999999995,11.239989999999999,Neuenbau,27191
Toronto,,8956500020,2014-08-18,338000,pink,3,2,2,False,0,3,7,1590,7819,1590,0,1992,0,8.36020687224537,Canada,CAN,,,49.97625,-88.99519000000001,Roder Lake,N0G 0A9
Vancouver,,8917100153,2014-09-10,585000,white,4,2,1,False,0,3,8,2370,15200,1660,710,1975,0,-0.8829437676967592,Canada,CAN,,,53.933240000000005,-120.1694,Mount Cross,J3M 7E5
Regina,,6788200605,2014-12-23,575000,white,3,1,2,False,0,2,7,2010,3800,2010,0,1922,0,2.0251636870138894,Canada,CAN,,,56.03341999999999,-107.73401000000001,Nikirk Lake,V1G 4E8
Toronto,,3905040590,2015-04-21,560000,light gray,3,2,2,False,0,3,8,2180,7169,2180,0,1990,0,10.27984907454861,Canada,CAN,,,48.8013,-83.90261,Moonyear Lake,G1Y 2H3
Vancouver,,8001600150,2015-03-10,300000,gray,3,1,1,False,0,3,8,1810,8232,1810,0,1988,0,9.117345780810183,Canada,CAN,,,50.094440000000006,-122.47083,Dewdrop Lake,H9K 1A2
Berlin,,9202600060,2014-06-02,535000,pink,3,2,2,False,0,3,8,1690,9626,1690,0,1984,0,-2.99943390037037,Germany,DEU,,,49.87079,11.48075,Schleif Berg,40350
Berlin,,5466400530,2014-07-21,261500,white,3,2,2,False,0,3,7,1740,6992,1740,0,1990,0,10.28588389284722,Germany,DEU,,,50.8167,7.816669999999999,Katzwinkel (Sieg),96942
Shiocton,Outagamie,7960100260,2014-07-01,349500,white,3,2,1,False,0,3,7,1270,3600,1270,0,1963,0,10.85408257811343,USA,USA,Wisconsin,WI,44.497202,-88.556236,,74403
Toronto,,442000210,2015-04-17,625000,white,3,1,2,False,0,3,7,1840,5664,1270,570,1948,0,7.352017640347222,Canada,CAN,,,,,,
Cortland,Cortland,3876810170,2015-05-05,329000,Null,3,1,1,False,0,4,7,900,9600,900,0,1970,0,10.488966772152779,USA,USA,New York,NY,42.595175,-76.185675,,45039
Toronto,,868000175,2014-10-01,849000,yelow,4,1,1,False,0,4,8,2440,8040,1440,1000,1950,0,9.600957191701387,Canada,CAN,,,45.058659999999996,-71.96037,Heathton,J9T 4X0
Toronto,,3356402232,2014-09-24,179900,light gray,3,1,1,False,0,3,6,1230,12000,1230,0,1970,0,9.857704704918984,Canada,CAN,,,46.362120000000004,-79.31846,Feronia,N4L 9G1
Toronto,,6623400050,2014-09-09,180000,white,4,1,1,False,0,3,6,1470,18581,1470,0,1924,0,1.2505341286921299,Canada,CAN,,,47.964490000000005,-72.52873000000001,Lac du Repos,A1S 6K9
Toronto,,4022902555,2015-03-21,609000,light pink,4,2,1,False,0,3,9,3240,23870,1840,1400,1972,0,5.544905933703704,Canada,CAN,,,45.04181,-76.24939,Mississippi Lake Bird Sanctuary,T4G 2T2
Berlin,,8856001090,2015-01-30,185900,yelow,3,1,1,False,0,4,5,940,10890,940,0,1909,0,2.033810326898148,Germany,DEU,,,47.79673,11.16499,Etting,41371
Corinth,Orange,1274500420,2014-09-09,234000,light blue,3,1,1,False,0,5,7,1010,8906,1010,0,1968,0,1.092907956921296,USA,USA,Vermont,VT,44.032533,-72.282241,,60073
Toronto,,9264960850,2014-07-09,412000,white,4,3,2,False,0,3,9,3360,9767,2450,910,1990,0,-0.5526443947800925,Canada,CAN,,,49.909209999999995,-67.42523,Lac Rond,J0E 6X6
St_Johns,,2856101290,2014-09-24,425000,white,2,2,3,False,0,3,8,1340,1263,1340,0,2008,0,5.869929635,Canada,CAN,,,52.48339,-55.69798,Flat Island,G6X 8K4
Berlin,,9808630120,2015-01-08,770000,black,3,2,2,False,3,4,9,2190,2658,2190,0,1979,0,6.636353990219908,Germany,DEU,,,53.34425,14.158370000000001,Battin,56363
Delavan,Faribault,3123049230,2015-04-20,638500,gray,4,1,1,False,2,4,8,1770,12462,1770,0,1962,0,6.549828360023148,USA,USA,Minnesota,MN,43.771859,-94.022488,,84404
Berlin,,7732650040,2014-09-03,1135000,red,4,2,2,False,0,3,10,3370,10602,3370,0,1999,0,5.403207430381943,Germany,DEU,,,53.933330000000005,12.96667,Demminer Stadtforst,23218
Vian,Sequoyah,5130000080,2015-03-11,481000,light blue,4,2,1,False,0,4,8,2480,9869,1240,1240,1963,0,-1.2353752234375,USA,USA,Oklahoma,OK,35.540383,-94.98875600000001,,60062
